"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","C3","RP","EM","RI","OI","FU","FP","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","DL","D2","EA","PG","WC","WE","SC","GA","PM","OA","HC","HP","DA","UT"
"J","GRECU, I; BARBU, S; GHIZDAVU, L",NA,NA,NA,"GRECU, I; BARBU, S; GHIZDAVU, L",NA,NA,"PHARMACEUTICAL USE OF SOME ACTIVATED BENTONITES .3. STUDY OF ADSORPTION OF NITRAZEPAM AND OXAZEPAM ON BENTONITES","ANNALES PHARMACEUTIQUES FRANCAISES",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"38","6",NA,NA,NA,NA,"501","506",NA,NA,NA,NA,NA,NA,"Pharmacology & Pharmacy",NA,"Pharmacology & Pharmacy",NA,NA,NA,NA,NA,NA,NA
"J","NEAMTU, M; LEUCUTA, S",NA,NA,NA,"NEAMTU, M; LEUCUTA, S",NA,NA,"PHYSICOCHEMICAL STUDY OF DIAZEPAM AND HYDROPHILIC EXCIPIENTS INTERACTION","ANNALES PHARMACEUTIQUES FRANCAISES",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"38","6",NA,NA,NA,NA,"507","511",NA,NA,NA,NA,NA,NA,"Pharmacology & Pharmacy",NA,"Pharmacology & Pharmacy",NA,NA,NA,NA,NA,NA,NA
"J","GUIASU, I; RADESCU, EE; RASZILLIER, I",NA,NA,NA,"GUIASU, I; RADESCU, EE; RASZILLIER, I",NA,NA,"OPTIMAL SUM-RULE INEQUALITIES FOR SPIN-1/2 COMPTON-SCATTERING","ANNALS OF PHYSICS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"127","2",NA,NA,NA,NA,"436","457",NA,"10.1016/0003-4916(80)90105-0","http://dx.doi.org/10.1016/0003-4916(80)90105-0",NA,NA,NA,"Physics, Multidisciplinary",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","ENACHE, M",NA,NA,NA,"ENACHE, M",NA,NA,"PUBLIC PROGRAM ANALYSIS - APPLIED-RESEARCH METHODS - POISTER,TH","ANNALS OF REGIONAL SCIENCE",NA,NA,NA,"Book Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"14","1",NA,NA,NA,NA,"143","144",NA,NA,NA,NA,NA,NA,"Economics; Environmental Studies; Geography; Regional & Urban Planning",NA,"Business & Economics; Environmental Sciences & Ecology; Geography; Public Administration",NA,NA,NA,NA,NA,NA,NA
"J","DASCALU, D; BREZEANU, G; DAN, PA",NA,NA,NA,"DASCALU, D; BREZEANU, G; DAN, PA",NA,NA,"EFFECT OF SI DISSOLUTION AND RECRYSTALLIZATION UPON OHMIC AL-P-SI CONTACTS","APPLIED PHYSICS LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"37","2",NA,NA,NA,NA,"215","217",NA,"10.1063/1.91830","http://dx.doi.org/10.1063/1.91830",NA,NA,NA,"Physics, Applied",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","STANCIULESCU, C; BOBULESCU, RC; SURMEIAN, A; POPESCU, D; POPESCU, I; COLLINS, CB",NA,NA,NA,"STANCIULESCU, C; BOBULESCU, RC; SURMEIAN, A; POPESCU, D; POPESCU, I; COLLINS, CB",NA,NA,"OPTICAL IMPEDANCE SPECTROSCOPY","APPLIED PHYSICS LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"37","10",NA,NA,NA,NA,"888","890",NA,"10.1063/1.91785","http://dx.doi.org/10.1063/1.91785",NA,NA,NA,"Physics, Applied",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","BARSAN, RM; DELIBALTOV, A",NA,NA,NA,"BARSAN, RM; DELIBALTOV, A",NA,NA,"NONOVERLAPPING DUAL-GATE BUCKET-BRIGADE DEVICES","APPLIED PHYSICS LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"36","4",NA,NA,NA,NA,"329","331",NA,"10.1063/1.91481","http://dx.doi.org/10.1063/1.91481",NA,NA,NA,"Physics, Applied",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","ALBU, T",NA,NA,NA,"ALBU, T",NA,NA,"ON COMMUTATIVE GROTHENDIECK CATEGORIES HAVING A NOETHERIAN COGENERATOR","ARCHIV DER MATHEMATIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"34","3",NA,NA,NA,NA,"210","219",NA,"10.1007/BF01224954","http://dx.doi.org/10.1007/BF01224954",NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","NEMETH, AB",NA,NA,NA,"NEMETH, AB",NA,NA,"STRICTLY POSITIVE LINEAR FUNCTIONALS AND PARETO SUB-GRADIENTS OF MINIMAL RANGE","ARCHIV DER MATHEMATIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"33","5",NA,NA,NA,NA,"466","469",NA,NA,NA,NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","HATARASCU, O",NA,NA,NA,"HATARASCU, O",NA,NA,"SPECIAL FEATURES OF THE THERMODYNAMICS AND KINETICS OF IRON-OXIDE REDUCTION WITH CARBON-MONOXIDE AND HYDROGEN","ARCHIV FUR DAS EISENHUTTENWESEN",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"51","11",NA,NA,NA,NA,"445","448",NA,NA,NA,NA,NA,NA,"Metallurgy & Metallurgical Engineering",NA,"Metallurgy & Metallurgical Engineering",NA,NA,NA,NA,NA,NA,NA
"J","SAVIN, G; GROVU, M",NA,NA,NA,"SAVIN, G; GROVU, M",NA,NA,"ELECTRO-MECHANICAL OSCILLATIONS SUSTAINED BY AID OF ACTIVE NON-LINEAR CIRCUITS","ARCHIV FUR ELEKTROTECHNIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"62","1",NA,NA,NA,NA,"5","12",NA,"10.1007/BF01578111","http://dx.doi.org/10.1007/BF01578111",NA,NA,NA,"Engineering, Electrical & Electronic",NA,"Engineering",NA,NA,NA,NA,NA,NA,NA
"J","PAPP, E; SIMION, E",NA,NA,NA,"PAPP, E; SIMION, E",NA,NA,"THE STABILITY OF THE FORCED-OSCILLATIONS WITH NON-LINEAR INDUCTIVITY AND WITH HYSTERESIS BEHAVIOR","ARCHIV FUR ELEKTROTECHNIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"62","4-5",NA,NA,NA,NA,"201","206",NA,"10.1007/BF01570949","http://dx.doi.org/10.1007/BF01570949",NA,NA,NA,"Engineering, Electrical & Electronic",NA,"Engineering",NA,NA,NA,NA,NA,NA,NA
"J","IORDACHE, A; UNGUREANU, C; PUTSCHE, R; SCHIMMEL, D",NA,NA,NA,"IORDACHE, A; UNGUREANU, C; PUTSCHE, R; SCHIMMEL, D",NA,NA,"RECOMMENDATIONS FOR ISOLATION AND DIFFERENTIATION OF PASTEURELLA-MULTOCIDA","ARCHIV FUR EXPERIMENTELLE VETERINARMEDIZIN",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"34","5",NA,NA,NA,NA,"753","758",NA,NA,NA,NA,NA,NA,"Veterinary Sciences",NA,"Veterinary Sciences",NA,NA,NA,NA,NA,NA,NA
"J","MIHAILESCU, D; PATRASCU, IV; APOSTOL, I; MAZILU, M",NA,NA,NA,"MIHAILESCU, D; PATRASCU, IV; APOSTOL, I; MAZILU, M",NA,NA,"DETECTION OF C-TYPE VIRUS BY IMMUNOFERRITIN TECHNIQUE IN BAT LUNG CELL-LINE CHRONICALLY INFECTED WITH BOVINE LEUCOSIS VIRUS","ARCHIV FUR EXPERIMENTELLE VETERINARMEDIZIN",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"34","6",NA,NA,NA,NA,"847","850",NA,NA,NA,NA,NA,NA,"Veterinary Sciences",NA,"Veterinary Sciences",NA,NA,NA,NA,NA,NA,NA
"J","KIRICUTA, IC; MORARIU, VV; KIRICUTA, I",NA,NA,NA,"KIRICUTA, IC; MORARIU, VV; KIRICUTA, I",NA,NA,"NUCLEAR MAGNETIC-RESONANCE AT LOW-TEMPERATURES IN LYOPHILIZED AND NON LYOPHILIZED NORMAL AND TUMORAL TISSUES .3. STUDY OF THE SOLID - FLUID INTERFACE","ARCHIV FUR GESCHWULSTFORSCHUNG",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"50","5",NA,NA,NA,NA,"393","398",NA,NA,NA,NA,NA,NA,"Oncology; Medicine, General & Internal",NA,"Oncology; General & Internal Medicine",NA,NA,NA,NA,NA,NA,NA
"J","ROGOZEA, R; FLOREACIOCOIU, V",NA,NA,NA,"ROGOZEA, R; FLOREACIOCOIU, V",NA,NA,"NERVOUS REACTIVITY CHANGES IN PATIENTS WITH LATE POST-TRAUMATIC MENTAL DISTURBANCES","ARCHIV FUR PSYCHIATRIE UND NERVENKRANKHEITEN",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"229","1",NA,NA,NA,NA,"75","87",NA,"10.1007/BF00343804","http://dx.doi.org/10.1007/BF00343804",NA,NA,NA,"Psychiatry",NA,"Psychiatry",NA,NA,NA,NA,NA,NA,NA
"J","BURLACU, G; ILIESCU, M; STAVRI, J",NA,NA,NA,"BURLACU, G; ILIESCU, M; STAVRI, J",NA,NA,"THE UTILIZATION OF FEED RATIONS WITH DIFFERENT PROTEIN CONTENTS BY REARING PIGLETS","ARCHIV FUR TIERERNAHRUNG-ARCHIVES OF ANIMAL NUTRITION",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"30","4",NA,NA,NA,NA,"351","361",NA,"10.1080/17450398009425074","http://dx.doi.org/10.1080/17450398009425074",NA,NA,NA,"Agriculture, Dairy & Animal Science",NA,"Agriculture",NA,NA,NA,NA,NA,NA,NA
"J","CHRISTIAN, A; MENESES, EE; BURLACU, G; STAVRI, J",NA,NA,NA,"CHRISTIAN, A; MENESES, EE; BURLACU, G; STAVRI, J",NA,NA,"THE UTILIZATION OF FEED RATIONS ON THE BASIS OF MAIZE SILAGE BY PREGNANT AND LACTATING SHEEP","ARCHIV FUR TIERERNAHRUNG-ARCHIVES OF ANIMAL NUTRITION",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"30","4",NA,NA,NA,NA,"397","405",NA,"10.1080/17450398009425079","http://dx.doi.org/10.1080/17450398009425079",NA,NA,NA,"Agriculture, Dairy & Animal Science",NA,"Agriculture",NA,NA,NA,NA,NA,NA,NA
"J","BURLACU, G; RUS, V; BALA, G; STAVRI, J",NA,NA,NA,"BURLACU, G; RUS, V; BALA, G; STAVRI, J",NA,NA,"THE LEVEL OF FEED ENERGY UTILIZED BY CALVES DURING THE WEANING PERIOD","ARCHIV FUR TIERERNAHRUNG-ARCHIVES OF ANIMAL NUTRITION",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"30","5",NA,NA,NA,NA,"447","453",NA,"10.1080/17450398009430892","http://dx.doi.org/10.1080/17450398009430892",NA,NA,NA,"Agriculture, Dairy & Animal Science",NA,"Agriculture",NA,NA,NA,NA,NA,NA,NA
"J","GEORGESCU, V",NA,NA,NA,"GEORGESCU, V",NA,NA,"ON THE OPERATOR OF SYMMETRIC DIFFERENTIATION ON A COMPACT RIEMANNIAN MANIFOLD WITH BOUNDARY","ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"74","2",NA,NA,NA,NA,"143","164",NA,"10.1007/BF00253327","http://dx.doi.org/10.1007/BF00253327",NA,NA,NA,"Mathematics, Applied; Mechanics",NA,"Mathematics; Mechanics",NA,NA,NA,NA,NA,NA,NA
"J","VASILESCU, C; FLORESCU, A",NA,NA,NA,"VASILESCU, C; FLORESCU, A",NA,NA,"CLINICAL AND ELECTRO-PHYSIOLOGICAL STUDY OF NEUROPATHY AFTER ORGANO-PHOSPHORUS COMPOUNDS POISONING","ARCHIVES OF TOXICOLOGY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"43","4",NA,NA,NA,NA,"305","315",NA,"10.1007/BF00366186","http://dx.doi.org/10.1007/BF00366186",NA,NA,NA,"Toxicology",NA,"Toxicology",NA,NA,NA,NA,NA,NA,NA
"J","CONSTANTINESCU, VN; SMITH, RN; GALETUSE, S",NA,NA,NA,"CONSTANTINESCU, VN; SMITH, RN; GALETUSE, S",NA,NA,"INFLUENCE OF INERTIA FORCES IN FILM RUPTURE IN LAMINAR AND TURBULENT LUBRICATION","ASLE TRANSACTIONS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"23","1",NA,NA,NA,NA,"61","69",NA,"10.1080/05698198008982947","http://dx.doi.org/10.1080/05698198008982947",NA,NA,NA,"Engineering, Chemical; Engineering, Mechanical",NA,"Engineering",NA,NA,NA,NA,NA,NA,NA
"J","VELICAN, C; VELICAN, D",NA,NA,NA,"VELICAN, C; VELICAN, D",NA,NA,"THE PRECURSORS OF CORONARY ATHEROSCLEROTIC PLAQUES IN SUBJECTS UP TO 40 YEARS OLD","ATHEROSCLEROSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"37","1",NA,NA,NA,NA,"33","46",NA,"10.1016/0021-9150(80)90091-X","http://dx.doi.org/10.1016/0021-9150(80)90091-X",NA,NA,NA,"Cardiac & Cardiovascular Systems; Peripheral Vascular Disease",NA,"Cardiovascular System & Cardiology",NA,NA,NA,NA,NA,NA,NA
"J","VELICAN, D; VELICAN, C",NA,NA,NA,"VELICAN, D; VELICAN, C",NA,NA,"ATHEROSCLEROTIC INVOLVEMENT OF THE CORONARY-ARTERIES OF ADOLESCENTS AND YOUNG-ADULTS","ATHEROSCLEROSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"36","4",NA,NA,NA,NA,"449","460",NA,"10.1016/0021-9150(80)90238-5","http://dx.doi.org/10.1016/0021-9150(80)90238-5",NA,NA,NA,"Cardiac & Cardiovascular Systems; Peripheral Vascular Disease",NA,"Cardiovascular System & Cardiology",NA,NA,NA,NA,NA,NA,NA
"J","VELICAN, C; VELICAN, D",NA,NA,NA,"VELICAN, C; VELICAN, D",NA,NA,"INCIDENCE, TOPOGRAPHY AND LIGHT-MICROSCOPIC FEATURE OF CORONARY ATHEROSCLEROTIC PLAQUES IN ADULTS 26-35 YEARS OLD","ATHEROSCLEROSIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"35","1",NA,NA,NA,NA,"111","122",NA,"10.1016/0021-9150(80)90033-7","http://dx.doi.org/10.1016/0021-9150(80)90033-7",NA,NA,NA,"Cardiac & Cardiovascular Systems; Peripheral Vascular Disease",NA,"Cardiovascular System & Cardiology",NA,NA,NA,NA,NA,NA,NA
"J","SERBAN, E",NA,NA,NA,"SERBAN, E",NA,NA,"THE MANDIBLE AND THE DELIMITATION OF THE MAJOR EVOLUTIONARY ASSEMBLAGES IN THE ORDER BATHYNELLACEA (MALACOSTRACA, PODOPHALLOCARIDA)","BIJDRAGEN TOT DE DIERKUNDE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"50","1",NA,NA,NA,NA,"155","189",NA,NA,NA,NA,NA,NA,"Zoology",NA,"Zoology",NA,NA,NA,NA,NA,NA,NA
"J","KREINDLER, A; MIHAILESCU, L; FRADIS, A",NA,NA,NA,"KREINDLER, A; MIHAILESCU, L; FRADIS, A",NA,NA,"SPEECH FLUENCY IN APHASICS","BRAIN AND LANGUAGE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"9","2",NA,NA,NA,NA,"199","205",NA,"10.1016/0093-934X(80)90140-6","http://dx.doi.org/10.1016/0093-934X(80)90140-6",NA,NA,NA,"Audiology & Speech-Language Pathology; Linguistics; Neurosciences; Psychology, Experimental",NA,"Audiology & Speech-Language Pathology; Linguistics; Neurosciences & Neurology; Psychology",NA,NA,NA,NA,NA,NA,NA
"J","COMOROSAN, S; HRISTEA, M; MURGOCI, P",NA,NA,NA,"COMOROSAN, S; HRISTEA, M; MURGOCI, P",NA,NA,"NEW SYMMETRY IN BIOLOGICAL-SYSTEMS","BULLETIN OF MATHEMATICAL BIOLOGY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"42","1",NA,NA,NA,NA,"107","117",NA,"10.1007/BF02462369","http://dx.doi.org/10.1007/BF02462369",NA,NA,NA,"Biology; Mathematical & Computational Biology",NA,"Life Sciences & Biomedicine - Other Topics; Mathematical & Computational Biology",NA,NA,NA,NA,NA,NA,NA
"J","COKER, A; DAS, TP; GLODEANU, A",NA,NA,NA,"COKER, A; DAS, TP; GLODEANU, A",NA,NA,"ORIGIN OF HYPERFINE INTERACTION IN SHALLOW LEVELS OF MUONIUM IN SEMICONDUCTORS","BULLETIN OF THE AMERICAN PHYSICAL SOCIETY",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"25","3",NA,NA,NA,NA,"204","204",NA,NA,NA,NA,NA,NA,"Physics, Multidisciplinary",NA,"Physics",NA,NA,NA,NA,NA,NA,NA
"J","GUJA, C",NA,NA,NA,"GUJA, C",NA,NA,"BIOELECTRIC PROPERTIES OF THE HUMAN-SKIN - SOME EXPERIMENTAL RESULTS","BULLETINS ET MEMOIRES DE LA SOCIETE D ANTHROPOLOGIE DE PARIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"7","3",NA,NA,NA,NA,"205","220",NA,"10.3406/bmsap.1980.3789","http://dx.doi.org/10.3406/bmsap.1980.3789",NA,NA,NA,"Anthropology",NA,"Anthropology",NA,NA,NA,NA,NA,NA,NA
"J","IONESCU, A; VASILIU, S; MILICESCU, S; MEITERT, E; MEITERT, T; SIMA, F; SAVULIAN, C",NA,NA,NA,"IONESCU, A; VASILIU, S; MILICESCU, S; MEITERT, E; MEITERT, T; SIMA, F; SAVULIAN, C",NA,NA,"PSEUDOMONAS-AERUGINOSA VACCINE AND PSEUDOMONAS ANTISERUM IN THE TREATMENT AND PREVENTION OF INFECTIONS IN BURNED PATIENTS","BURNS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"7","1",NA,NA,NA,NA,"1","9",NA,"10.1016/0305-4179(80)90002-9","http://dx.doi.org/10.1016/0305-4179(80)90002-9",NA,NA,NA,"Critical Care Medicine; Dermatology; Surgery",NA,"General & Internal Medicine; Dermatology; Surgery",NA,NA,NA,NA,NA,NA,NA
"J","ZSAKO, J; MAKKAY, F",NA,NA,NA,"ZSAKO, J; MAKKAY, F",NA,NA,"LINEARIZATION OF POTENTIOMETRIC TITRATION CURVES .3. TITRATION OF BIVALENT ACID WITH STRONG BASE","CHEMIA ANALITYCZNA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"25","1",NA,NA,NA,NA,"95","106",NA,NA,NA,NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","HOPIRTEAN, E; KORMOS, F",NA,NA,NA,"HOPIRTEAN, E; KORMOS, F",NA,NA,"ION-SELECTIVE MEMBRANE-ELECTRODES FOR ORGANIC-ANALYSIS .4. CODEINE-SELECTIVE LIQUID MEMBRANE-ELECTRODE","CHEMIA ANALITYCZNA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"25","2",NA,NA,NA,NA,"209","213",NA,NA,NA,NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","IONESCU, G; DUCA, A; MATEI, F",NA,NA,NA,"IONESCU, G; DUCA, A; MATEI, F",NA,NA,"INDIRECT DETERMINATION OF VITAMIN-B12 THROUGH KINETIC DETERMINATION OF COBALT AND CYANIDE","CHEMIA ANALITYCZNA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"25","2",NA,NA,NA,NA,"223","228",NA,NA,NA,NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","POP, I; SOUNDALGEKAR, VM",NA,NA,NA,"POP, I; SOUNDALGEKAR, VM",NA,NA,"NOTE ON THE UNSTEADY FREE-CONVECTION OF WATER AT 4-DEGREES-C PAST AN INFINITE VERTICAL PLATE","CHEMICAL ENGINEERING SCIENCE",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"35","3",NA,NA,NA,NA,"750","752",NA,"10.1016/0009-2509(80)80027-3","http://dx.doi.org/10.1016/0009-2509(80)80027-3",NA,NA,NA,"Engineering, Chemical",NA,"Engineering",NA,NA,NA,NA,NA,NA,NA
"J","SCHUGERL, K; DIMIAN, A",NA,NA,NA,"SCHUGERL, K; DIMIAN, A",NA,NA,"THE INFLUENCE OF THE INTERFACIAL RESISTANCE ON THE LIQUID-LIQUID MASS-TRANSFER OF CARBOXYLIC-ACIDS","CHEMICAL ENGINEERING SCIENCE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"35","4",NA,NA,NA,NA,"963","977",NA,"10.1016/0009-2509(80)85086-X","http://dx.doi.org/10.1016/0009-2509(80)85086-X",NA,NA,NA,"Engineering, Chemical",NA,"Engineering",NA,NA,NA,NA,NA,NA,NA
"J","SAHINI, VE; SAVIN, A",NA,NA,NA,"SAHINI, VE; SAVIN, A",NA,NA,"POSSIBLE IMPROVEMENT OF LOCALIZED MOLECULAR-ORBITALS","CHEMICAL PHYSICS LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,"69","3",NA,NA,NA,NA,"514","516",NA,"10.1016/0009-2614(80)85116-5","http://dx.doi.org/10.1016/0009-2614(80)85116-5",NA,NA,NA,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",NA,"Chemistry; Physics",NA,NA,NA,NA,NA,NA,NA
